mes,producto,codCliente,nombreCliente,categoria,departamento,montoVenta
2023-07-10,Radio,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,150
2023-11-26,Cocina,2422,Rosa Maria Guevara Elias,Otros,San Miguel,400
2022-06-06,Celular,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,390
2023-09-28,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,35
2022-05-02,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,100
2023-03-19,Computadora,3312,Rene Quinteros Zamora,Portatil,San Salvador,1150
2023-05-10,Cocina,5662,Ulises del Dios Henriquez,Otros,Usulutan,400
2022-11-11,Plancha,4976,Yazmin Veronica Ramirez,Otros,Usulutan,35
2023-09-25,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,950
2022-02-26,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,950
2022-10-07,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,100
2022-05-23,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,950
2024-02-17,Radio,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,150
2023-12-23,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,1150
2022-04-05,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,950
2022-05-01,Ventilador,5662,Ulises del Dios Henriquez,Otros,La Libertad,75
2024-03-09,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,150
2023-04-13,Ventilador,2422,Rosa Maria Guevara Elias,Otros,San Miguel,75
2022-10-07,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,150
2023-12-08,Radio,2422,Rosa Maria Guevara Elias,Portatil,Chalatenango,150
2023-11-17,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,950
2023-01-05,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,150
2022-07-28,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,La Libertad,150
2022-06-18,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Chalatenango,85
2022-09-06,Radio,5662,Ulises del Dios Henriquez,Portatil,San Salvador,150
2023-07-24,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,150
2023-04-24,Cafetera,3312,Rene Quinteros Zamora,Otros,Usulutan,85
2022-01-22,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,950
2024-03-29,Radio,4976,Yazmin Veronica Ramirez,Portatil,La Paz,150
2023-08-14,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,100
2023-03-17,Cocina,4976,Yazmin Veronica Ramirez,Otros,La Paz,400
2022-12-17,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,500
2023-11-07,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,950
2022-10-19,Computadora,3312,Rene Quinteros Zamora,Portatil,La Paz,1150
2023-04-25,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,150
2023-10-29,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,950
2023-11-14,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Cojutepeque,1150
2022-05-07,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,159
2023-01-20,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,85
2024-01-16,Ventilador,5662,Ulises del Dios Henriquez,Otros,Santa Ana,75
2023-01-12,Computadora,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,1150
2023-08-01,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Paz,85
2022-09-11,Computadora,5662,Ulises del Dios Henriquez,Portatil,La Libertad,1150
2023-04-30,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,500
2023-11-03,Computadora,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,1150
2023-07-26,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Libertad,85
2023-11-14,Celular,3312,Rene Quinteros Zamora,Portatil,La Paz,390
2023-08-14,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,100
2022-10-18,Radio,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,150
2023-01-03,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,100
2023-02-12,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,1150
2023-02-17,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Santa Ana,159
2022-10-09,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,950
2023-05-16,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Usulutan,75
2023-11-18,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,75
2022-12-07,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,1150
2022-10-25,Cafetera,2422,Rosa Maria Guevara Elias,Otros,San Miguel,85
2022-07-12,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,400
2023-01-30,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,500
2022-07-10,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,La Paz,150
2023-01-18,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,150
2023-05-11,Cocina,5662,Ulises del Dios Henriquez,Otros,La Libertad,400
2023-11-02,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,159
2024-01-05,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,35
2023-05-23,Plancha,5662,Ulises del Dios Henriquez,Otros,San Salvador,35
2023-05-13,Celular,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,390
2022-03-28,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,390
2023-04-19,Ventilador,2422,Rosa Maria Guevara Elias,Otros,San Miguel,75
2022-01-10,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,390
2022-12-31,Computadora,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,1150
2023-08-16,Plancha,2422,Rosa Maria Guevara Elias,Otros,Santa Ana,35
2023-06-04,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,159
2023-07-08,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,85
2022-08-27,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,159
2023-03-15,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Usulutan,75
2022-09-29,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,75
2022-09-26,Celular,4976,Yazmin Veronica Ramirez,Portatil,San Salvador,390
2022-06-02,Celular,3312,Rene Quinteros Zamora,Portatil,Usulutan,390
2022-12-27,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,950
2022-11-15,Celular,3312,Rene Quinteros Zamora,Portatil,Chalatenango,390
2023-02-28,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,159
2022-08-03,Computadora,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,1150
2022-08-22,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,500
2022-03-13,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,85
2022-08-27,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,500
2022-01-10,Computadora,5662,Ulises del Dios Henriquez,Portatil,San Miguel,1150
2022-06-02,Cocina,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,400
2024-01-22,Celular,2422,Rosa Maria Guevara Elias,Portatil,La Paz,390
2024-04-05,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,Santa Ana,150
2022-07-03,Celular,2422,Rosa Maria Guevara Elias,Portatil,La Paz,390
2023-02-19,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,500
2022-04-09,Cocina,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,400
2023-02-20,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,150
2024-01-04,Radio,5662,Ulises del Dios Henriquez,Portatil,La Libertad,150
2022-08-06,Celular,4976,Yazmin Veronica Ramirez,Portatil,La Paz,390
2024-02-21,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,950
2023-08-05,Plancha,3312,Rene Quinteros Zamora,Otros,San Miguel,35
2023-10-13,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,La Libertad,100
2023-02-14,Radio,2422,Rosa Maria Guevara Elias,Portatil,Usulutan,150
2024-02-16,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,100
2022-09-16,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,San Miguel,1150
2023-06-29,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,159
2024-03-05,Computadora,2422,Rosa Maria Guevara Elias,Portatil,Chalatenango,1150
2023-11-22,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,150
2022-12-07,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,75
2022-04-20,Computadora,3312,Rene Quinteros Zamora,Portatil,San Salvador,1150
2023-06-16,Plancha,4976,Yazmin Veronica Ramirez,Otros,La Libertad,35
2023-11-03,Cocina,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,400
2022-12-11,Plancha,2422,Rosa Maria Guevara Elias,Otros,La Libertad,35
2022-03-17,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,400
2024-01-12,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,500
2023-08-19,Radio,3312,Rene Quinteros Zamora,Portatil,Santa Ana,150
2023-02-18,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,150
2022-05-15,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,950
2022-09-20,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,San Miguel,500
2023-02-07,Consola,3312,Rene Quinteros Zamora,Entretenimiento,Cojutepeque,950
2022-07-04,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,159
2022-11-08,Radio,4976,Yazmin Veronica Ramirez,Portatil,San Salvador,150
2023-12-06,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Paz,85
2023-10-06,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Santa Ana,500
2023-05-04,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,Usulutan,159
2022-10-18,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,159
2022-10-23,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,Santa Ana,150
2024-04-11,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,500
2022-06-30,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,Chalatenango,159
2024-01-15,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,85
2023-02-23,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,500
2023-02-13,Celular,4976,Yazmin Veronica Ramirez,Portatil,Santa Ana,390
2023-12-28,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,1150
2023-12-25,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Chalatenango,950
2022-07-16,Computadora,3312,Rene Quinteros Zamora,Portatil,San Salvador,1150
2022-10-26,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,150
2023-03-16,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,150
2023-12-26,Celular,5662,Ulises del Dios Henriquez,Portatil,San Salvador,390
2022-10-07,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,950
2023-08-16,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,500
2023-02-04,Celular,3312,Rene Quinteros Zamora,Portatil,San Salvador,390
2023-09-16,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,75
2024-01-17,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Usulutan,75
2022-01-19,Celular,5662,Ulises del Dios Henriquez,Portatil,Usulutan,390
2022-03-10,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,150
2022-06-18,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Libertad,950
2023-02-12,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,Santa Ana,150
2022-10-21,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,1150
2023-01-25,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,950
2023-05-09,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,150
2023-11-20,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,100
2022-11-09,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,1150
2022-10-14,Cafetera,4976,Yazmin Veronica Ramirez,Otros,San Salvador,85
2022-03-31,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,100
2023-03-03,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,85
2022-05-03,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,159
2024-03-07,Computadora,4976,Yazmin Veronica Ramirez,Portatil,La Paz,1150
2023-07-23,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,950
2024-02-11,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,100
2024-01-01,Cafetera,5662,Ulises del Dios Henriquez,Otros,Santa Ana,85
2023-12-27,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Libertad,950
2022-10-20,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,159
2024-01-09,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,500
2024-01-28,Consola,3312,Rene Quinteros Zamora,Entretenimiento,Usulutan,950
2023-03-01,Ventilador,4976,Yazmin Veronica Ramirez,Otros,La Libertad,75
2024-03-25,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,Usulutan,950
2024-01-08,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,150
2022-11-15,Cocina,5662,Ulises del Dios Henriquez,Otros,Santa Ana,400
2022-03-31,Radio,4976,Yazmin Veronica Ramirez,Portatil,Chalatenango,150
2022-09-28,Plancha,5662,Ulises del Dios Henriquez,Otros,San Miguel,35
2023-03-27,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,950
2023-02-20,Plancha,5662,Ulises del Dios Henriquez,Otros,Usulutan,35
2023-11-11,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,400
2022-12-03,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,La Paz,100
2022-07-26,Celular,2422,Rosa Maria Guevara Elias,Portatil,Santa Ana,390
2022-04-16,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,950
2022-10-31,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,Cojutepeque,500
2022-07-20,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,150
2023-10-25,Cafetera,3312,Rene Quinteros Zamora,Otros,Santa Ana,85
2023-06-20,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,150
2022-06-23,Cocina,3312,Rene Quinteros Zamora,Otros,San Salvador,400
2023-02-20,Radio,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,150
2023-02-20,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,150
2022-06-27,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,100
2024-04-04,Celular,3312,Rene Quinteros Zamora,Portatil,Chalatenango,390
2022-11-28,Plancha,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,35
2023-06-06,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,35
2022-05-23,Celular,3312,Rene Quinteros Zamora,Portatil,Chalatenango,390
2022-03-21,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,100
2023-03-22,Cocina,5662,Ulises del Dios Henriquez,Otros,La Paz,400
2023-02-16,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,950
2023-03-27,Cafetera,3312,Rene Quinteros Zamora,Otros,San Miguel,85
2023-09-18,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,150
2023-03-12,Computadora,2422,Rosa Maria Guevara Elias,Portatil,Chalatenango,1150
2022-11-20,Plancha,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,35
2022-12-17,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Santa Ana,1150
2022-05-26,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,100
2022-04-21,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,La Paz,100
2022-09-22,Cafetera,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,85
2024-01-19,Celular,3312,Rene Quinteros Zamora,Portatil,Usulutan,390
2022-02-21,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,950
2023-03-05,Celular,4976,Yazmin Veronica Ramirez,Portatil,La Paz,390
2022-09-13,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,85
2023-11-20,Ventilador,4976,Yazmin Veronica Ramirez,Otros,San Miguel,75
2022-12-30,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,Cojutepeque,159
2023-11-23,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,75
2023-09-17,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,1150
2023-04-07,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,100
2022-08-17,Plancha,5662,Ulises del Dios Henriquez,Otros,La Libertad,35
2022-11-12,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,159
2023-04-02,Plancha,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,35
2022-04-18,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,1150
2022-09-29,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,950
2023-10-03,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,150
2024-03-27,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,500
2023-04-24,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,100
2022-01-10,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,400
2024-01-14,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,75
2024-02-17,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,75
2023-05-27,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,500
2022-08-01,Celular,3312,Rene Quinteros Zamora,Portatil,La Paz,390
2023-06-02,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,San Miguel,950
2022-11-16,Radio,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,150
2023-10-03,Plancha,5662,Ulises del Dios Henriquez,Otros,San Miguel,35
2023-07-04,Celular,5662,Ulises del Dios Henriquez,Portatil,Santa Ana,390
2022-04-25,Radio,4976,Yazmin Veronica Ramirez,Portatil,San Salvador,150
2022-06-20,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,150
2022-06-24,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,35
2023-02-13,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,150
2022-01-11,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,75
2022-09-07,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,85
2022-03-22,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,159
2022-04-16,Radio,5662,Ulises del Dios Henriquez,Portatil,Usulutan,150
2022-01-20,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Libertad,950
2022-01-11,Celular,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,390
2024-01-29,Cafetera,4976,Yazmin Veronica Ramirez,Otros,San Salvador,85
2023-09-29,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,100
2023-07-12,Radio,5662,Ulises del Dios Henriquez,Portatil,Santa Ana,150
2022-03-06,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,100
2022-06-27,Celular,3312,Rene Quinteros Zamora,Portatil,Chalatenango,390
2023-08-07,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,390
2023-08-16,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,159
2022-12-25,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,100
2023-01-12,Cafetera,3312,Rene Quinteros Zamora,Otros,Santa Ana,85
2023-06-29,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,500
2023-05-24,Celular,3312,Rene Quinteros Zamora,Portatil,Santa Ana,390
2022-04-21,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,Santa Ana,159
2023-10-06,Cocina,3312,Rene Quinteros Zamora,Otros,Chalatenango,400
2022-10-05,Computadora,5662,Ulises del Dios Henriquez,Portatil,San Miguel,1150
2024-03-26,Computadora,4976,Yazmin Veronica Ramirez,Portatil,La Paz,1150
2023-08-31,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,150
2023-08-19,Radio,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,150
2023-12-25,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,150
2022-10-11,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,159
2023-11-08,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,500
2023-12-10,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,159
2023-07-25,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,100
2023-12-22,Plancha,4976,Yazmin Veronica Ramirez,Otros,San Miguel,35
2024-03-26,Plancha,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,35
2022-05-27,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,500
2023-01-27,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,100
2022-12-23,Cocina,2422,Rosa Maria Guevara Elias,Otros,Usulutan,400
2023-03-09,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,35
2023-05-17,Radio,2422,Rosa Maria Guevara Elias,Portatil,San Miguel,150
2022-09-13,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,950
2022-02-10,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,1150
2022-08-02,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,Cojutepeque,950
2023-05-05,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,159
2023-03-21,Cafetera,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,85
2022-08-08,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,150
2024-03-17,Plancha,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,35
2022-07-07,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,950
2022-06-27,Consola,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,950
2022-02-17,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,390
2023-05-14,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,100
2023-10-20,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Santa Ana,1150
2022-01-07,Televisor,2422,Rosa Maria Guevara Elias,Entretenimiento,La Libertad,500
2022-05-13,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,150
2023-08-08,Ventilador,5662,Ulises del Dios Henriquez,Otros,La Paz,75
2023-10-02,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,100
2022-01-23,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,150
2023-07-04,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Usulutan,85
2023-11-10,Cafetera,3312,Rene Quinteros Zamora,Otros,San Salvador,85
2023-11-26,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,159
2023-04-01,Cocina,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,400
2022-06-23,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,San Miguel,150
2022-10-29,Radio,5662,Ulises del Dios Henriquez,Portatil,Chalatenango,150
2022-07-28,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,500
2023-04-14,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,35
2023-01-08,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,400
2024-03-29,Plancha,4976,Yazmin Veronica Ramirez,Otros,La Paz,35
2023-11-10,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,150
2022-07-07,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,100
2023-04-10,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,500
2022-03-02,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,85
2023-03-13,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Miguel,390
2022-02-24,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,La Libertad,159
2022-04-15,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,400
2023-05-13,Ventilador,3312,Rene Quinteros Zamora,Otros,San Miguel,75
2023-07-03,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,100
2022-08-02,Ventilador,3312,Rene Quinteros Zamora,Otros,Usulutan,75
2022-11-12,Ventilador,4976,Yazmin Veronica Ramirez,Otros,La Libertad,75
2023-09-23,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,85
2023-11-17,DVD,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,150
2023-03-17,Consola,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,950
2023-12-05,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,159
2022-07-03,Cocina,5662,Ulises del Dios Henriquez,Otros,La Libertad,400
2022-08-02,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Chalatenango,159
2023-06-24,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,950
2023-04-21,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,1150
2022-01-23,Plancha,2422,Rosa Maria Guevara Elias,Otros,San Miguel,35
2023-02-10,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,159
2023-07-13,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,150
